Time	TimeofDay	Left Encoder Velocity CP	
7.276486	1.679790472511E12	0.0	
7.296549	1.679790472531E12	0.0	
7.316631	1.679790472551E12	0.0	
7.337615	1.679790472572E12	0.0	
7.358479	1.679790472593E12	0.0	
7.378504	1.679790472613E12	0.0	
7.398355	1.679790472633E12	0.0	
7.418182	1.679790472652E12	0.0	
7.438012	1.679790472672E12	0.0	
7.457981	1.679790472692E12	0.0	
7.478021	1.679790472712E12	0.0	
7.497765	1.679790472732E12	0.0	
7.518597	1.679790472753E12	0.0	
7.538704	1.679790472773E12	0.0	
7.559618	1.679790472794E12	0.0	
7.580379	1.679790472815E12	0.0	
7.600954	1.679790472835E12	0.0	
7.621105	1.679790472855E12	0.0	
7.641312	1.679790472876E12	0.0	
7.661352	1.679790472896E12	0.0	
7.681442	1.679790472916E12	0.0	
7.701341	1.679790472936E12	0.0	
7.721317	1.679790472956E12	0.0	
7.741745	1.679790472977E12	0.0	
7.761082	1.679790472995E12	0.0	
7.781087	1.679790473015E12	0.0	
7.801152	1.679790473035E12	0.0	
7.821116	1.679790473056E12	0.0	
7.841382	1.679790473076E12	0.0	
7.861231	1.679790473095E12	0.0	
7.881305	1.679790473116E12	0.0	
7.901514	1.679790473136E12	0.0	
7.921372	1.679790473156E12	0.0	
7.941219	1.679790473175E12	0.0	
7.961162	1.679790473195E12	0.0	
7.981202	1.679790473215E12	0.0	
8.00127	1.679790473235E12	0.0	
8.021285	1.679790473256E12	0.0	
8.041357	1.679790473276E12	0.0	
8.061248	1.679790473295E12	0.0	
8.081557	1.679790473316E12	0.0	
8.101588	1.679790473336E12	0.0	
8.12143	1.679790473356E12	0.0	
8.141252	1.679790473375E12	0.0	
8.161112	1.679790473395E12	0.0	
8.181068	1.679790473415E12	0.0	
8.201025	1.679790473435E12	0.0	
8.220867	1.679790473455E12	0.0	
8.241186	1.679790473475E12	0.0	
8.261113	1.679790473495E12	0.0	
8.281114	1.679790473515E12	0.0	
8.301038	1.679790473535E12	0.0	
8.321161	1.679790473555E12	0.0	
8.34111	1.679790473575E12	0.0	
8.361143	1.679790473595E12	0.0	
8.381295	1.679790473615E12	0.0	
8.401286	1.679790473635E12	0.0	
8.421342	1.679790473656E12	0.0	
8.441299	1.679790473676E12	0.0	
8.461386	1.679790473696E12	0.0	
8.481453	1.679790473716E12	0.0	
8.501581	1.679790473736E12	0.0	
8.521386	1.679790473756E12	0.0	
8.541436	1.679790473776E12	0.0	
8.561371	1.679790473796E12	0.0	
8.581253	1.679790473815E12	0.0	
8.601259	1.679790473835E12	0.0	
8.621209	1.679790473855E12	0.0	
8.641458	1.679790473876E12	0.0	
8.6614	1.679790473896E12	0.0	
8.681351	1.679790473916E12	0.0	
8.701272	1.679790473935E12	0.0	
8.721226	1.679790473958E12	0.0	
8.741059	1.679790473975E12	0.0	
8.760844	1.679790473995E12	0.0	
8.781062	1.679790474015E12	0.0	
8.801128	1.679790474035E12	0.0	
8.821106	1.679790474055E12	0.0	
8.841199	1.679790474075E12	0.0	
8.861052	1.679790474095E12	0.0	
8.881148	1.679790474115E12	0.0	
8.901113	1.679790474135E12	0.0	
8.921213	1.679790474155E12	0.0	
8.941063	1.679790474175E12	0.0	
8.961151	1.679790474195E12	0.0	
8.981255	1.679790474216E12	0.0	
9.001146	1.679790474235E12	0.0	
9.021391	1.679790474256E12	0.0	
9.041686	1.679790474276E12	0.0	
9.062497	1.679790474297E12	0.0	
9.082658	1.679790474317E12	0.0	
9.103374	1.679790474338E12	0.0	
9.123074	1.679790474357E12	0.0	
9.142833	1.679790474377E12	0.0	
9.163514	1.679790474398E12	0.0	
9.183237	1.679790474417E12	0.0	
9.203086	1.679790474437E12	0.0	
9.222845	1.679790474457E12	0.0	
9.243601	1.679790474478E12	0.0	
9.263302	1.679790474497E12	0.0	
9.283103	1.679790474517E12	0.0	
9.302933	1.679790474537E12	0.0	
9.322956	1.679790474557E12	0.0	
9.342896	1.679790474577E12	0.0	
9.363661	1.679790474598E12	0.0	
9.384268	1.679790474618E12	0.0	
9.403991	1.679790474638E12	0.0	
9.423695	1.679790474658E12	0.0	
9.444445	1.679790474679E12	0.0	
9.464179	1.679790474698E12	0.0	
9.483952	1.679790474718E12	0.0	
9.504617	1.679790474739E12	0.0	
9.525454	1.67979047476E12	0.0	
9.545136	1.679790474779E12	0.0	
9.565037	1.679790474799E12	0.0	
9.584755	1.679790474819E12	0.0	
9.605537	1.67979047484E12	0.0	
9.625223	1.679790474859E12	0.0	
9.644939	1.679790474879E12	0.0	
9.665682	1.6797904749E12	0.0	
9.686356	1.679790474921E12	0.0	
9.706077	1.67979047494E12	0.0	
9.725753	1.67979047496E12	0.0	
9.74656	1.679790474981E12	0.0	
9.767357	1.679790475002E12	0.0	
9.787054	1.679790475021E12	0.0	
9.806835	1.679790475041E12	0.0	
9.82674	1.679790475061E12	0.0	
9.84751	1.679790475082E12	0.0	
9.867177	1.679790475101E12	0.0	
9.887009	1.679790475121E12	0.0	
9.906743	1.679790475141E12	0.0	
9.927498	1.679790475162E12	0.0	
9.947274	1.679790475182E12	0.0	
9.967286	1.679790475202E12	0.0	
9.987143	1.679790475221E12	0.0	
10.006919	1.679790475241E12	0.0	
10.026659	1.679790475261E12	0.0	
10.047623	1.679790475282E12	0.0	
10.067316	1.679790475302E12	0.0	
10.087038	1.679790475321E12	0.0	
10.107006	1.679790475341E12	0.0	
10.126671	1.679790475361E12	0.0	
10.14748	1.679790475382E12	0.0	
10.167527	1.679790475402E12	0.0	
10.187654	1.679790475422E12	0.0	
10.208358	1.679790475443E12	0.0	
10.228146	1.679790475462E12	0.0	
10.247838	1.679790475482E12	0.0	
10.268492	1.679790475503E12	0.0	
10.288319	1.679790475523E12	0.0	
10.308047	1.679790475542E12	0.0	
10.32787	1.679790475562E12	0.0	
10.348627	1.679790475583E12	0.0	
10.369492	1.679790475604E12	0.0	
10.389231	1.679790475623E12	0.0	
10.408977	1.679790475643E12	0.0	
10.428937	1.679790475663E12	0.0	
10.449622	1.679790475684E12	0.0	
10.470525	1.679790475705E12	0.0	
10.49034	1.679790475725E12	0.0	
10.510183	1.679790475745E12	0.0	
10.530288	1.679790475764E12	0.0	
10.550206	1.679790475784E12	0.0	
10.57004	1.679790475804E12	0.0	
10.589696	1.679790475824E12	0.0	
10.610398	1.679790475845E12	0.0	
10.630323	1.679790475865E12	0.0	
10.650073	1.679790475884E12	0.0	
10.669742	1.679790475904E12	0.0	
10.690522	1.679790475925E12	0.0	
10.710446	1.679790475945E12	0.0	
10.730501	1.679790475965E12	0.0	
10.750315	1.679790475984E12	0.0	
10.770119	1.679790476004E12	0.0	
10.789751	1.679790476024E12	0.0	
10.810522	1.679790476045E12	0.0	
10.830377	1.679790476065E12	0.0	
10.850229	1.679790476084E12	0.0	
10.869886	1.679790476104E12	0.0	
10.890668	1.679790476125E12	0.0	
10.911512	1.679790476146E12	0.0	
10.931261	1.679790476165E12	0.0	
10.951048	1.679790476185E12	0.0	
10.970819	1.679790476205E12	0.0	
10.991665	1.679790476226E12	0.0	
11.012405	1.679790476247E12	0.0	
11.03235	1.679790476267E12	0.0	
11.052227	1.679790476286E12	0.0	
11.071891	1.679790476306E12	0.0	
11.092685	1.679790476327E12	0.0	
11.113337	1.679790476348E12	0.0	
11.132998	1.679790476367E12	0.0	
11.153742	1.679790476388E12	0.0	
11.174455	1.679790476409E12	0.0	
11.194116	1.679790476428E12	0.0	
11.213882	1.679790476448E12	0.0	
11.234674	1.679790476469E12	0.0	
11.255498	1.67979047649E12	0.0	
11.275787	1.67979047651E12	0.0	
11.29611	1.67979047653E12	0.0	
11.315928	1.67979047655E12	0.0	
11.33669	1.679790476571E12	0.0	
11.357434	1.679790476592E12	0.0	
11.377138	1.679790476611E12	0.0	
11.397119	1.679790476631E12	0.0	
11.416861	1.679790476651E12	0.0	
11.437641	1.679790476672E12	0.0	
11.458353	1.679790476693E12	0.0	
11.478031	1.679790476712E12	0.0	
11.497753	1.679790476732E12	0.0	
11.518473	1.679790476753E12	0.0	
11.538248	1.679790476772E12	0.0	
11.55795	1.679790476792E12	0.0	
11.577739	1.679790476812E12	0.0	
11.598439	1.679790476833E12	0.0	
11.6183	1.679790476852E12	0.0	
11.638002	1.679790476872E12	0.0	
11.657713	1.679790476892E12	0.0	
11.67841	1.679790476913E12	0.0	
11.698238	1.679790476932E12	0.0	
11.718228	1.679790476952E12	0.0	
11.737951	1.679790476972E12	0.0	
11.758618	1.679790476993E12	0.0	
11.779298	1.679790477013E12	0.0	
11.799018	1.679790477033E12	0.0	
11.818672	1.679790477053E12	0.0	
11.83948	1.679790477074E12	0.0	
11.859382	1.679790477094E12	0.0	
11.879114	1.679790477113E12	0.0	
11.8988	1.679790477133E12	0.0	
11.919451	1.679790477154E12	0.0	
11.939116	1.679790477173E12	0.0	
11.958774	1.679790477193E12	0.0	
11.979456	1.679790477214E12	0.0	
11.999112	1.679790477233E12	0.0	
12.018815	1.679790477253E12	0.0	
12.039463	1.679790477274E12	0.0	
12.059209	1.679790477293E12	0.0	
12.078992	1.679790477313E12	0.0	
12.099713	1.679790477334E12	0.0	
12.120464	1.679790477355E12	0.0	
12.140424	1.679790477375E12	0.0	
12.160351	1.679790477395E12	0.0	
12.180284	1.679790477414E12	0.0	
12.199972	1.679790477434E12	0.0	
12.219775	1.679790477454E12	0.0	
12.240484	1.679790477475E12	0.0	
12.260355	1.679790477495E12	0.0	
12.280394	1.679790477515E12	0.0	
12.300392	1.679790477535E12	0.0	
12.320211	1.679790477554E12	0.0	
12.339945	1.679790477574E12	0.0	
12.359756	1.679790477594E12	0.0	
12.380459	1.679790477615E12	0.0	
12.40039	1.679790477635E12	0.0	
12.420328	1.679790477655E12	0.0	
12.440074	1.679790477674E12	0.0	
12.459959	1.679790477694E12	0.0	
12.480614	1.679790477715E12	0.0	
12.500844	1.679790477735E12	0.0	
12.521043	1.679790477755E12	0.0	
12.541063	1.679790477775E12	0.0	
12.561546	1.679790477796E12	0.0	
12.581051	1.679790477815E12	0.0	
12.601101	1.679790477835E12	0.0	
12.621084	1.679790477855E12	0.0	
12.641039	1.679790477875E12	0.0	
12.661051	1.679790477895E12	0.0	
12.681115	1.679790477915E12	0.0	
12.701233	1.679790477935E12	0.0	
12.721184	1.679790477956E12	0.0	
12.741429	1.679790477976E12	0.0	
12.761233	1.679790477995E12	0.0	
12.781655	1.679790478016E12	0.0	
12.801544	1.679790478036E12	0.0	
12.82206	1.679790478056E12	0.0	
12.841716	1.679790478076E12	0.0	
12.862446	1.679790478097E12	0.0	
12.882074	1.679790478116E12	0.0	
12.901837	1.679790478136E12	0.0	
12.923373	1.679790478158E12	0.0	
12.943065	1.679790478177E12	0.0	
12.96364	1.679790478198E12	0.0	
12.984223	1.679790478218E12	0.0	
13.004075	1.679790478238E12	0.0	
13.024683	1.679790478259E12	0.0	
13.045373	1.67979047828E12	0.0	
13.064978	1.679790478299E12	0.0	
13.085584	1.67979047832E12	0.0	
13.106219	1.67979047834E12	0.0	
13.12588	1.67979047836E12	0.0	
13.146614	1.679790478381E12	0.0	
13.167287	1.679790478401E12	0.0	
13.186882	1.679790478421E12	0.0	
13.207544	1.679790478442E12	0.0	
13.228164	1.679790478462E12	0.0	
13.247816	1.679790478482E12	0.0	
13.268426	1.679790478503E12	0.0	
13.288022	1.679790478522E12	0.0	
13.307688	1.679790478542E12	0.0	
13.337628	1.679790478572E12	0.0	
13.358385	1.679790478593E12	0.0	
13.378034	1.679790478612E12	0.0	
13.397756	1.679790478632E12	0.0	
13.418426	1.679790478653E12	0.0	
13.438031	1.679790478672E12	0.0	
13.458622	1.679790478693E12	0.0	
13.479243	1.679790478713E12	0.0	
13.498859	1.679790478733E12	0.0	
13.519459	1.679790478754E12	0.0	
13.539058	1.679790478773E12	0.0	
13.559679	1.679790478794E12	0.0	
13.580305	1.679790478814E12	0.0	
13.599923	1.679790478834E12	0.0	
13.620594	1.679790478855E12	0.0	
13.641668	1.679790478876E12	0.0	
13.662312	1.679790478896E12	0.0	
13.681936	1.679790478916E12	0.0	
13.702535	1.679790478937E12	0.0	
13.723079	1.679790478957E12	0.0	
13.743629	1.679790478978E12	0.0	
13.764558	1.679790478999E12	0.0	
13.784237	1.679790479018E12	0.0	
13.804013	1.679790479038E12	0.0	
13.824634	1.679790479059E12	0.0	
13.845349	1.67979047908E12	0.0	
13.865183	1.679790479099E12	0.0	
13.884809	1.679790479119E12	0.0	
13.904772	1.679790479139E12	0.0	
13.92536	1.67979047916E12	0.0	
13.944937	1.679790479179E12	0.0	
13.965633	1.6797904792E12	0.0	
13.986281	1.67979047922E12	0.0	
14.005978	1.67979047924E12	0.0	
14.025704	1.67979047926E12	0.0	
14.046574	1.679790479281E12	0.0	
14.066258	1.6797904793E12	0.0	
14.085838	1.67979047932E12	0.0	
14.106591	1.679790479341E12	0.0	
14.126222	1.67979047936E12	0.0	
14.145807	1.67979047938E12	0.0	
14.166405	1.679790479401E12	0.0	
14.186021	1.67979047942E12	0.0	
14.205691	1.67979047944E12	0.0	
14.226291	1.67979047946E12	0.0	
14.245985	1.67979047948E12	0.0	
14.266681	1.679790479501E12	0.0	
14.28737	1.679790479522E12	0.0	
14.307022	1.679790479541E12	0.0	
14.3277	1.679790479562E12	0.0	
14.348302	1.679790479582E12	0.0	
14.367935	1.679790479602E12	0.0	
14.388517	1.679790479623E12	0.0	
14.40814	1.679790479642E12	0.0	
14.427712	1.679790479662E12	0.0	
14.448355	1.679790479683E12	0.0	
14.46796	1.679790479702E12	0.0	
14.487704	1.679790479722E12	0.0	
14.508334	1.679790479742E12	0.0	
14.527916	1.679790479762E12	0.0	
14.548572	1.679790479783E12	0.0	
14.569226	1.679790479803E12	0.0	
14.588792	1.679790479823E12	0.0	
14.60953	1.679790479844E12	0.0	
14.630165	1.679790479864E12	0.0	
14.649781	1.679790479884E12	0.0	
14.670407	1.679790479905E12	0.0	
14.690127	1.679790479924E12	0.0	
14.709812	1.679790479944E12	0.0	
14.730442	1.679790479965E12	0.0	
14.750114	1.679790479984E12	0.0	
14.769713	1.679790480004E12	0.0	
14.790303	1.679790480024E12	0.0	
14.809969	1.679790480044E12	0.0	
14.829732	1.679790480064E12	0.0	
14.850489	1.679790480085E12	0.0	
14.870222	1.679790480104E12	0.0	
14.889875	1.679790480124E12	0.0	
14.910475	1.679790480145E12	0.0	
14.930182	1.679790480164E12	0.0	
14.949773	1.679790480184E12	0.0	
14.97034	1.679790480204E12	0.0	
14.990105	1.679790480224E12	0.0	
15.009665	1.679790480244E12	0.0	
15.030275	1.679790480264E12	0.0	
15.049962	1.679790480284E12	0.0	
15.070578	1.679790480305E12	0.0	
15.091246	1.679790480325E12	0.0	
15.111023	1.679790480345E12	0.0	
15.131662	1.679790480366E12	0.0	
15.15227	1.679790480387E12	0.0	
15.17202	1.679790480406E12	0.0	
15.191821	1.679790480426E12	0.0	
15.212459	1.679790480447E12	0.0	
15.232073	1.679790480466E12	0.0	
15.252665	1.679790480487E12	0.0	
15.27323	1.679790480507E12	0.0	
15.292806	1.679790480527E12	0.0	
15.313429	1.679790480548E12	0.0	
15.332993	1.679790480567E12	0.0	
15.354666	1.679790480589E12	0.0	
15.37532	1.679790480609E12	0.0	
15.394922	1.679790480629E12	0.0	
15.415503	1.67979048065E12	0.0	
15.435216	1.679790480669E12	0.0	
15.455013	1.679790480689E12	0.0	
15.474716	1.679790480709E12	0.0	
15.49561	1.67979048073E12	0.0	
15.515528	1.67979048075E12	0.0	
15.535594	1.67979048077E12	0.0	
15.555217	1.679790480789E12	0.0	
15.574806	1.679790480809E12	0.0	
15.595832	1.67979048083E12	0.0	
15.616456	1.679790480851E12	0.0	
15.63603	1.67979048087E12	0.0	
15.656709	1.679790480891E12	0.0	
15.677305	1.679790480911E12	0.0	
15.696919	1.679790480931E12	0.0	
15.717568	1.679790480952E12	0.0	
15.738131	1.679790480972E12	0.0	
15.757704	1.679790480992E12	0.0	
15.77837	1.679790481013E12	0.0	
15.798077	1.679790481032E12	0.0	
15.818632	1.679790481053E12	0.0	
15.839197	1.679790481073E12	0.0	
15.858747	1.679790481093E12	0.0	
15.879383	1.679790481114E12	0.0	
15.898975	1.679790481133E12	0.0	
15.9196	1.679790481154E12	0.0	
15.940222	1.679790481174E12	0.0	
15.959885	1.679790481194E12	0.0	
15.980498	1.679790481215E12	0.0	
16.000479	1.679790481235E12	0.0	
16.020205	1.679790481254E12	0.0	
16.039843	1.679790481274E12	0.0	
16.060451	1.679790481295E12	0.0	
16.080335	1.679790481314E12	0.0	
16.099897	1.679790481334E12	0.0	
16.120481	1.679790481355E12	0.0	
16.140209	1.679790481374E12	0.0	
16.159806	1.679790481394E12	0.0	
16.180395	1.679790481415E12	0.0	
16.20008	1.679790481434E12	0.0	
16.220678	1.679790481455E12	0.0	
16.241762	1.679790481476E12	0.0	
16.262345	1.679790481496E12	0.0	
16.281874	1.679790481516E12	0.0	
16.302448	1.679790481537E12	0.0	
16.322017	1.679790481556E12	0.0	
16.342575	1.679790481577E12	0.0	
16.363098	1.679790481597E12	0.0	
16.382749	1.679790481617E12	0.0	
16.403269	1.679790481637E12	0.0	
16.422796	1.679790481657E12	0.0	
16.443319	1.679790481677E12	0.0	
16.462848	1.679790481697E12	0.0	
16.483488	1.679790481718E12	0.0	
16.503112	1.679790481737E12	0.0	
16.522696	1.679790481757E12	0.0	
16.543253	1.679790481778E12	0.0	
16.562981	1.679790481797E12	0.0	
16.583623	1.679790481818E12	0.0	
16.604289	1.679790481838E12	0.0	
16.623927	1.679790481858E12	0.0	
16.644563	1.679790481879E12	0.0	
16.665138	1.679790481899E12	0.0	
16.684655	1.679790481919E12	0.0	
16.705291	1.679790481939E12	0.0	
16.724987	1.679790481959E12	0.0	
16.74552	1.67979048198E12	0.0	
16.766088	1.679790482E12	0.0	
16.786622	1.679790482021E12	0.0	
16.807179	1.679790482041E12	0.0	
16.826716	1.679790482061E12	0.0	
16.847273	1.679790482081E12	0.0	
16.86689	1.679790482101E12	0.0	
16.887612	1.679790482122E12	0.0	
16.908161	1.679790482142E12	0.0	
16.927734	1.679790482162E12	0.0	
16.948416	1.679790482183E12	0.0	
16.96795	1.679790482202E12	0.0	
16.988577	1.679790482223E12	0.0	
17.009219	1.679790482243E12	0.0	
17.028816	1.679790482263E12	0.0	
17.049366	1.679790482284E12	0.0	
17.068924	1.679790482303E12	0.0	
17.089594	1.679790482324E12	0.0	
17.110149	1.679790482344E12	0.0	
17.129683	1.679790482364E12	0.0	
17.150324	1.679790482384E12	0.0	
17.169922	1.679790482404E12	0.0	
17.190472	1.679790482425E12	0.0	
17.210153	1.679790482444E12	0.0	
17.229886	1.679790482464E12	0.0	
17.250456	1.679790482485E12	0.0	
17.27014	1.679790482504E12	0.0	
17.289698	1.679790482524E12	0.0	
17.310364	1.679790482545E12	0.0	
17.330208	1.679790482564E12	0.0	
17.35005	1.679790482584E12	0.0	
17.370613	1.679790482605E12	0.0	
17.391471	1.679790482626E12	0.0	
17.41109	1.679790482645E12	0.0	
17.430691	1.679790482665E12	0.0	
17.451383	1.679790482686E12	0.0	
17.471017	1.679790482705E12	0.0	
17.490825	1.679790482725E12	0.0	
17.511419	1.679790482746E12	0.0	
17.531156	1.679790482765E12	0.0	
17.550856	1.679790482785E12	0.0	
17.57152	1.679790482806E12	0.0	
17.591128	1.679790482825E12	0.0	
17.610941	1.679790482845E12	0.0	
17.631593	1.679790482866E12	0.0	
17.652168	1.679790482886E12	0.0	
17.67219	1.679790482906E12	0.0	
17.691787	1.679790482926E12	0.0	
17.712432	1.679790482947E12	0.0	
17.732383	1.679790482967E12	0.0	
17.751997	1.679790482986E12	0.0	
17.772616	1.679790483007E12	0.0	
17.79334	1.679790483028E12	0.0	
17.812889	1.679790483047E12	0.0	
17.83358	1.679790483068E12	0.0	
17.854244	1.679790483088E12	0.0	
17.873786	1.679790483108E12	0.0	
